datahora,Geração Usinas CVU (MW),Geração Biomassa (MW),Geração Eólicas (MW),Geração Hidráulica não MRE (MW),Geração Hidráulica MRE (MW),PLD (R$/MWh),CMO (R$/MWh),Carga Global (MWh/H),Intercâmbio (MW),ENA Armazenável (MW)
2021-04-24 03:00,44.078801,8.413079,0.0,1.715419,4.004366,120.76,106.5,33457.975,5897.21,28322.01218556966
2021-04-24 04:00,43.495847999999995,9.156309,1.711215,1.716262,3.9722899999999997,122.13,112.01,33098.02,5795.667,28322.01218556966
2021-04-24 05:00,43.543927,7.564365,2.36915,1.717121,3.917928,123.58,115.565,33226.443499999994,6215.182,28322.01218556966
2021-04-24 06:00,43.705963999999994,7.326994999999999,1.214009,1.7162169999999999,4.142672999999999,122.57,110.025,33450.373,6771.93099999,28322.01218556966
2021-04-24 07:00,88.13364,7.944506,0.8570129999999999,1.7169489999999998,4.233459,121.86,112.1,33312.921,7345.859,28322.01218556966
2021-04-24 08:00,87.33543,7.6692,0.450982,1.714305,4.9,127.64,117.405,34830.556500000006,7917.434,28322.01218556966
2021-04-24 09:00,86.441841,7.5040000000000004,0.0,1.7135669999999998,4.9,131.61,117.515,36108.9785,8067.344,28322.01218556966
2021-04-24 10:00,85.48740099999999,7.451014,0.0,1.637402,4.8944,132.4,120.545,36956.5835,8288.892,28322.01218556966
2021-04-24 11:00,84.429423,8.385118,0.0,1.713809,4.845359,131.57,120.995,37591.9875,7998.622,28322.01218556966
2021-04-24 12:00,83.609501,8.143820999999999,0.0,1.7141899999999999,5.052709,131.12,119.77,37968.4865,7561.193,28322.01218556966
2021-04-24 13:00,83.20698399999999,8.212572,3.403066,1.7520829999999998,5.0460069999999995,130.03,118.81,38025.369000000006,7539.454,28322.01218556966
2021-04-24 14:00,82.916147,8.029866,9.584755,1.714403,4.568079,131.51,119.58000000000001,38198.2655,7417.29,28322.01218556966
2021-04-24 15:00,82.754133,8.037468,10.418180999999999,1.746292,4.78858,136.34,120.405,38517.9935,7591.203,28322.01218556966
2021-04-24 16:00,83.173502,9.305104,5.631639,1.721763,4.999391999999999,145.14,138.34,38988.3435,7599.788,28322.01218556966
